V,I,Temp,V_avg,I_avg,Y
0.97751,0.83209,0.95229,0.95795,0.86324,0.86109
0.97751,0.83159,0.95205,0.95864,0.8628,0.86203
0.97751,0.83102,0.95162,0.95946,0.86227,0.86315
0.97751,0.82953,0.94902,0.96181,0.86065,0.86632
0.97751,0.82887,0.94786,0.96281,0.85991,0.86774
0.97751,0.82788,0.94613,0.96425,0.85878,0.86985
0.97751,0.82696,0.94454,0.9655,0.85772,0.87179
0.97751,0.8268,0.94425,0.96572,0.85753,0.87215
0.97751,0.826,0.94316,0.9668,0.85655,0.87387
0.97751,0.82475,0.94235,0.96852,0.85485,0.8767
0.97751,0.82335,0.94143,0.97028,0.8529,0.87986
0.97751,0.82253,0.9409,0.9712,0.85174,0.88168
0.97751,0.82129,0.94051,0.97259,0.84982,0.88458
0.97751,0.81909,0.94051,0.97474,0.84607,0.88992
0.97751,0.81896,0.94051,0.97485,0.84584,0.89023
0.97751,0.81883,0.94051,0.97495,0.84561,0.89054
0.97751,0.81831,0.94051,0.97535,0.84471,0.8918
0.97751,0.81415,0.94295,0.97741,0.83642,0.90216
0.97751,0.81088,0.93991,0.97754,0.82968,0.91013
0.97751,0.80489,0.93237,0.97752,0.82071,0.92357
0.97751,0.80483,0.93232,0.97752,0.82064,0.9237
0.97751,0.80263,0.93357,0.97751,0.81787,0.92834
0.97751,0.80257,0.93362,0.97751,0.81781,0.92846
0.97751,0.80072,0.93521,0.97751,0.81561,0.93228
0.97751,0.80032,0.93554,0.97751,0.81516,0.93305
0.97751,0.79681,0.93682,0.97751,0.81128,0.93975
0.97751,0.79338,0.93284,0.97751,0.80759,0.94596
0.97751,0.79019,0.92831,0.97751,0.80436,0.95116
0.97751,0.78969,0.92788,0.97751,0.80384,0.95195
0.97751,0.7872,0.92697,0.97751,0.80128,0.9558
0.97751,0.78362,0.9302,0.97751,0.7975,0.96102
0.97751,0.78304,0.93073,0.97751,0.79688,0.96182
0.97751,0.78226,0.93145,0.97751,0.79604,0.96292
0.97751,0.78169,0.93198,0.97751,0.79543,0.96372
0.97751,0.78096,0.93201,0.97751,0.79459,0.96472
0.97751,0.77727,0.92888,0.97751,0.79037,0.96962
0.97751,0.77562,0.92634,0.97751,0.78844,0.97172
0.97751,0.77545,0.92634,0.97751,0.78823,0.97194
0.97751,0.77484,0.92634,0.97751,0.78749,0.97269
0.97751,0.77471,0.92634,0.97751,0.78733,0.97286
0.97751,0.77288,0.92634,0.97751,0.78509,0.97509
0.97751,0.77272,0.92634,0.97751,0.78488,0.97528
0.97751,0.77172,0.92634,0.97751,0.78366,0.97644
0.97751,0.77088,0.92658,0.97751,0.78261,0.97743
0.97751,0.76962,0.92826,0.97751,0.78088,0.97895
0.97751,0.76926,0.92874,0.97751,0.78039,0.97938
0.97751,0.76838,0.92918,0.97751,0.77915,0.98042
0.97751,0.76705,0.92918,0.97751,0.77727,0.98201
0.97751,0.7661,0.92763,0.97751,0.77581,0.98315
0.97751,0.76481,0.92634,0.97751,0.77387,0.98466
0.97751,0.76419,0.92634,0.97751,0.77295,0.98537
0.97751,0.76381,0.92634,0.97751,0.7724,0.9858
0.97751,0.76215,0.92634,0.97751,0.76973,0.98775
0.97751,0.76205,0.92634,0.97751,0.76956,0.98787
0.97751,0.76152,0.92634,0.97751,0.76864,0.98853
0.97751,0.7614,0.92634,0.97751,0.76844,0.98868
0.97751,0.76111,0.92612,0.97751,0.76795,0.98903
0.97751,0.76025,0.92381,0.97751,0.76647,0.99008
0.97751,0.75973,0.92351,0.97751,0.76558,0.9907
0.97751,0.75918,0.92351,0.97751,0.76467,0.99136
0.97751,0.75917,0.92351,0.97751,0.76464,0.99138
0.97751,0.75885,0.92351,0.97751,0.76408,0.99177
0.97751,0.75854,0.92351,0.97751,0.76354,0.99215
0.97751,0.75839,0.92351,0.97751,0.76331,0.99233
0.97751,0.75815,0.92433,0.97751,0.76282,0.99267
0.97751,0.75731,0.92485,0.97751,0.7613,0.99377
0.97751,0.75687,0.92351,0.97751,0.76061,0.99429
0.97751,0.75676,0.92351,0.97751,0.76038,0.99446
0.97751,0.75664,0.92351,0.97751,0.76016,0.99462
0.97751,0.75648,0.92351,0.97751,0.75985,0.99485
0.97751,0.75609,0.92531,0.97751,0.75918,0.99536
0.97751,0.75605,0.9255,0.97751,0.75912,0.99541
0.97751,0.75595,0.92608,0.97751,0.75895,0.99555
0.97751,0.75581,0.92634,0.97751,0.75869,0.99575
0.97751,0.75563,0.92634,0.97751,0.75836,0.99601
0.97751,0.7556,0.92634,0.97751,0.75832,0.99604
0.97751,0.75519,0.92444,0.97751,0.7576,0.99661
0.97751,0.75458,0.92327,0.97751,0.75651,0.99754
0.97751,0.75458,0.92336,0.97751,0.7565,0.99755
0.97751,0.75452,0.92442,0.97751,0.7564,0.99764
0.97751,0.75429,0.92466,0.97751,0.75593,0.99805
0.97751,0.75426,0.92437,0.97751,0.75588,0.9981
0.97751,0.75395,0.92351,0.97751,0.75539,0.99855
0.97751,0.7539,0.92351,0.97751,0.75534,0.9986
0.97751,0.75343,0.92634,0.97751,0.75456,0.99938
0.97751,0.75339,0.92634,0.97751,0.75451,0.99943
0.97751,0.75327,0.92634,0.97751,0.75433,0.99961
0.97751,0.75316,0.92405,0.97751,0.75408,0.99988
0.97751,0.75311,0.92351,0.97751,0.75396,0.99996
0.97751,0.75308,0.92351,0.97751,0.7539,0.99997
0.97751,0.75303,0.92351,0.97751,0.7538,1
0.97719,0.75273,0.92308,0.97751,0.75376,1
0.97669,0.75225,0.92241,0.97749,0.7537,1
0.97633,0.75191,0.92193,0.97747,0.75364,1
0.97561,0.75122,0.92096,0.97741,0.75352,1
0.9754,0.75102,0.92068,0.97726,0.75326,1
0.97527,0.75102,0.89029,0.97709,0.75301,1
0.97496,0.75102,0.81272,0.97697,0.75285,1
0.97445,0.75102,0.71579,0.9767,0.75256,1
0.97436,0.75102,0.70496,0.97665,0.75251,1
0.97376,0.75102,0.63444,0.97623,0.75218,1
0.97293,0.75102,0.52116,0.97537,0.75168,1
0.97274,0.75102,0.48882,0.97507,0.75154,1
0.97246,0.75102,0.44421,0.97462,0.75134,1
0.97212,0.75102,0.39113,0.97403,0.75111,1
0.97177,0.75102,0.31808,0.9734,0.75102,1
0.97141,0.75102,0.24522,0.97275,0.75102,1
0.97137,0.75102,0.23675,0.97268,0.75102,1
0.97116,0.75102,0.19439,0.97236,0.75102,1
0.97082,0.75102,0.12371,0.97189,0.75102,1
0.97074,0.75102,0.10413,0.97172,0.75102,1
0.97073,0.75102,0.10148,0.9717,0.75102,1
0.9706,0.75102,0.086578,0.97153,0.75102,1
0.97055,0.75102,0.082536,0.97147,0.75102,1
0.97054,0.75102,0.081959,0.97146,0.75102,1
0.97043,0.75102,0.073199,0.97131,0.75102,1
0.97024,0.75102,0.055106,0.97097,0.75102,1
0.97023,0.75102,0.053781,0.97095,0.75102,1
0.97021,0.75102,0.053107,0.97093,0.75102,1
0.97013,0.75102,0.049065,0.97079,0.75102,1
0.97012,0.75102,0.048199,0.97077,0.75102,1
0.97012,0.75102,0.046563,0.97072,0.75102,1
0.97,0.75102,0.035766,0.97041,0.75102,1
0.97,0.75102,0.033986,0.97033,0.75102,1
0.96999,0.75102,0.03342,0.97032,0.75102,1
0.96998,0.75102,0.033035,0.97031,0.75102,1
0.96994,0.75102,0.031303,0.97028,0.75102,1
0.96994,0.75102,0.031207,0.97028,0.75102,1
0.96991,0.75102,0.029956,0.97026,0.75102,1
0.96988,0.75102,0.026677,0.97017,0.75102,1
0.96988,0.75102,0.025907,0.97014,0.75102,1
0.96988,0.75102,0.025811,0.97014,0.75102,1
0.96988,0.75102,0.025619,0.97013,0.75102,1
0.96988,0.75102,0.025138,0.97012,0.75102,1
0.96988,0.75102,0.023261,0.97007,0.75102,1
0.96986,0.75102,0.022154,0.97005,0.75102,1
0.96985,0.75102,0.021913,0.97004,0.75102,1
0.96978,0.75102,0.020229,0.97001,0.75102,1
0.96977,0.75102,0.020037,0.97,0.75102,1
0.96976,0.75102,0.018834,0.96998,0.75102,1
0.96976,0.75102,0.016976,0.96994,0.75102,1
0.96976,0.75102,0.016976,0.96993,0.75102,1
0.96976,0.75102,0.016976,0.96991,0.75102,1
0.96972,0.75102,0.016085,0.96989,0.75102,1
0.96964,0.75102,0.014143,0.96982,0.75102,1
0.96964,0.75102,0.014143,0.9698,0.75102,1
0.96964,0.75102,0.014143,0.96978,0.75102,1
0.96964,0.75102,0.016352,0.96975,0.75102,1
0.96964,0.75102,0.016157,0.96973,0.75102,1
0.96964,0.75102,0.015098,0.96972,0.75102,1
0.96964,0.75102,0.014569,0.96972,0.75102,1
0.96964,0.75102,0.014328,0.96971,0.75102,1
0.96959,0.75102,0.014143,0.9697,0.75102,1
0.96952,0.75102,0.014143,0.96968,0.75102,1
0.96952,0.75102,0.014143,0.96967,0.75102,1
0.96952,0.75102,0.014143,0.96966,0.75102,1
0.96952,0.75102,0.014143,0.96965,0.75102,1
0.96952,0.75102,0.015029,0.96964,0.75102,1
0.96952,0.75102,0.015125,0.96964,0.75102,1
0.96952,0.75102,0.015191,0.96961,0.75102,1
0.96952,0.75102,0.013267,0.9696,0.75102,1
0.96952,0.75102,0.011342,0.96959,0.75102,1
0.96952,0.75102,0.011968,0.96959,0.75102,1
0.96952,0.75102,0.012112,0.96959,0.75102,1
0.96952,0.75102,0.012786,0.96959,0.75102,1
0.96952,0.75102,0.013383,0.96958,0.75102,1
0.96952,0.75102,0.012613,0.96957,0.75102,1
0.96952,0.75102,0.011217,0.96956,0.75102,1
0.9695,0.75102,0.010832,0.96956,0.75102,1
0.96947,0.75102,0.0099181,0.96956,0.75102,1
0.96946,0.75102,0.0097737,0.96956,0.75102,1
0.96945,0.75102,0.009485,0.96955,0.75102,1
0.96944,0.75102,0.0093407,0.96955,0.75102,1
0.96941,0.75102,0.0096372,0.96954,0.75102,1
0.96941,0.75102,0.011466,0.96953,0.75102,1
0.96941,0.75102,0.011755,0.96953,0.75102,1
0.96941,0.75102,0.013102,0.96952,0.75102,1
0.96941,0.75102,0.013487,0.96952,0.75102,1
0.96941,0.75102,0.013679,0.96952,0.75102,1
0.96941,0.75102,0.013894,0.96951,0.75102,1
0.96941,0.75102,0.012113,0.9695,0.75102,1
0.96941,0.75102,0.0086485,0.96948,0.75102,1
0.9694,0.75102,0.0086425,0.96947,0.75102,1
0.96935,0.75102,0.0099418,0.96947,0.75102,1
0.96929,0.75102,0.01131,0.96945,0.75102,1
0.96929,0.75102,0.01131,0.96945,0.75102,1
0.96929,0.75102,0.01131,0.96941,0.75102,1
0.96929,0.75102,0.01131,0.96941,0.75102,1
0.96929,0.75102,0.01131,0.96941,0.75102,1
0.96929,0.75102,0.01131,0.96941,0.75102,1
0.96929,0.75102,0.0084771,0.96937,0.75102,1
0.96929,0.75102,0.0084771,0.96937,0.75102,1
0.96929,0.75102,0.0084771,0.96935,0.75102,1
0.96929,0.75102,0.0084771,0.96935,0.75102,1
0.96929,0.75102,0.0084771,0.96935,0.75102,1
0.96929,0.75102,0.0084771,0.96934,0.75102,1
0.96929,0.75102,0.0084771,0.96933,0.75102,1
0.96925,0.75102,0.0084771,0.96933,0.75102,1
0.96921,0.75102,0.0084771,0.96932,0.75102,1
0.96919,0.75102,0.0084771,0.96932,0.75102,1
0.96918,0.75102,0.0083647,0.96931,0.75102,1
0.96918,0.75102,0.0057181,0.96929,0.75102,1
0.96918,0.75102,0.0062439,0.96928,0.75102,1
0.96918,0.75102,0.0078318,0.96927,0.75102,1
0.96918,0.75102,0.0099492,0.96925,0.75102,1
0.96918,0.75102,0.01076,0.96924,0.75102,1
0.96918,0.75102,0.010471,0.96924,0.75102,1
0.96918,0.75102,0.0094122,0.96924,0.75102,1
0.96918,0.75102,0.0088348,0.96924,0.75102,1
0.96918,0.75102,0.0057551,0.96923,0.75102,1
0.96917,0.75102,0.0056849,0.96923,0.75102,1
0.96909,0.75102,0.0076579,0.96922,0.75102,1
0.96906,0.75102,0.0084771,0.96919,0.75102,1
0.96906,0.75102,0.0084771,0.96919,0.75102,1
0.96906,0.75102,0.0084771,0.96919,0.75102,1
0.96906,0.75102,0.0084771,0.96918,0.75102,1
0.96906,0.75102,0.0084771,0.96916,0.75102,1
0.96906,0.75102,0.0094025,0.96915,0.75102,1
0.96906,0.75102,0.0090927,0.96912,0.75102,1
0.96906,0.75102,0.0043287,0.96911,0.75102,1
0.96906,0.75102,0.0036069,0.96911,0.75102,1
0.96906,0.75102,0.0029309,0.96911,0.75102,1
0.96906,0.75102,0.0042301,0.96911,0.75102,1
0.96906,0.75102,0.0044226,0.9691,0.75102,1
0.96906,0.75102,0.0056441,0.96909,0.75102,1
0.96905,0.75102,0.0056441,0.96908,0.75102,1
0.96903,0.75102,0.0056441,0.96908,0.75102,1
0.96903,0.75102,0.0056441,0.96908,0.75102,1
0.96902,0.75102,0.0056441,0.96908,0.75102,1
0.96901,0.75102,0.0056441,0.96908,0.75102,1
0.96894,0.75102,0.0056441,0.96905,0.75102,1
0.96894,0.75102,0.0056441,0.96904,0.75102,1
0.95123,0.7471,0.0056441,0.96891,0.75098,0.99997
0.94876,0.7471,0.0056441,0.9684,0.75088,0.99985
0.94782,0.74699,0.0056441,0.96795,0.75079,0.99975
0.97749,0.7563,0.0084771,0.96427,0.7498,0.99862
0.93995,0.74699,0.01131,0.96373,0.74974,0.99856
0.71432,0.64442,0.01131,0.9593,0.74812,0.99685
0.97762,0.77741,0.014143,0.94453,0.74291,0.99101
0.55314,0.54603,0.014143,0.93831,0.74067,0.98858
0.55782,0.56013,0.014143,0.93566,0.73934,0.98709
0.88395,0.74689,0.025475,0.91502,0.73369,0.98088
0.8868,0.74696,0.028308,0.91369,0.73362,0.98081
0.83068,0.71615,0.028308,0.9107,0.73341,0.98058
0.89264,0.74706,0.019809,0.89342,0.73015,0.977
0.45639,0.4659,0.019809,0.88147,0.72442,0.97074
0.59474,0.56507,0.025475,0.87386,0.72205,0.96805
0.58975,0.57098,0.025475,0.86724,0.71929,0.965
0.84001,0.73989,0.025475,0.86641,0.71942,0.96503
0.66783,0.63987,0.039639,0.81569,0.69925,0.94262
0.59194,0.57232,0.042472,0.80854,0.69674,0.93988
0.8248,0.76056,0.042472,0.79656,0.69285,0.93541
0.70633,0.65329,0.045305,0.79163,0.6925,0.93509
0.8285,0.74646,0.045305,0.79064,0.69253,0.935
0.77992,0.68467,0.042472,0.78588,0.6939,0.93572
0.76343,0.68907,0.031141,0.77768,0.69314,0.93063
0.83337,0.75038,0.031141,0.77775,0.69656,0.92373
0.91832,0.79098,0.025475,0.77876,0.69851,0.92239
0.86164,0.74699,0.025475,0.77972,0.69982,0.92269
0.86239,0.74693,0.025475,0.78109,0.70066,0.92262
0.84963,0.73777,0.025475,0.78231,0.70129,0.92127
0.77111,0.68095,0.022642,0.77634,0.69879,0.91911
0.38522,0.40041,0.025475,0.77551,0.69607,0.90446
0.60464,0.56821,0.053804,0.77163,0.6942,0.88464
0.6905,0.67896,0.053804,0.77165,0.69427,0.8843
0.65666,0.59619,0.053804,0.78396,0.70407,0.88326
0.85513,0.80433,0.050971,0.77881,0.70031,0.88043
0.59655,0.53901,0.033973,0.77169,0.69879,0.87338
0.6209,0.59694,0.033973,0.76917,0.69719,0.87
0.94966,0.87551,0.036806,0.76774,0.69829,0.86877
0.83018,0.74695,0.036806,0.77154,0.70147,0.86968
0.8963,0.82032,0.036806,0.77238,0.70216,0.86868
0.69328,0.64147,0.036806,0.76821,0.69916,0.86658
0.9251,0.87546,0.036806,0.76921,0.70038,0.86579
0.91772,0.81727,0.033973,0.77084,0.70192,0.86707
0.85598,0.76321,0.033973,0.7714,0.70238,0.86735
0.83713,0.7483,0.033973,0.77146,0.70242,0.86737
0.83475,0.74689,0.033973,0.76927,0.70122,0.86722
0.71006,0.66586,0.031141,0.76433,0.69792,0.86348
0.577,0.58198,0.031141,0.75495,0.69281,0.85624
0.72116,0.73498,0.033973,0.7501,0.69102,0.85185
0.81088,0.76059,0.036806,0.7475,0.69092,0.85268
0.74252,0.67869,0.033973,0.74592,0.69128,0.85309
0.77917,0.70539,0.031141,0.77292,0.71371,0.85175
0.83437,0.75348,0.031141,0.77424,0.71461,0.85144
0.82309,0.75075,0.028308,0.77804,0.71704,0.85084
0.82795,0.74689,0.028308,0.78409,0.72121,0.85123
0.82974,0.74699,0.028308,0.78783,0.72279,0.85107
0.82982,0.74692,0.028308,0.78768,0.72253,0.85106
0.82994,0.74689,0.028308,0.78751,0.72227,0.85105
0.83123,0.74699,0.028308,0.78556,0.71982,0.85092
0.83908,0.75166,0.025475,0.79071,0.7242,0.85015
0.84687,0.77741,0.019809,0.78586,0.72016,0.84669
0.8286,0.74652,0.019809,0.78959,0.72334,0.84766
0.68621,0.62945,0.019809,0.78813,0.72189,0.84701
0.8263,0.74695,0.022642,0.78946,0.72359,0.84563
0.82607,0.74696,0.022642,0.78827,0.72245,0.84557
0.80643,0.74681,0.025475,0.7842,0.72157,0.83648
0.73108,0.68954,0.022642,0.78081,0.72002,0.83424
0.74446,0.70332,0.022642,0.7811,0.72065,0.83376
0.87324,0.82628,0.019809,0.78063,0.7206,0.83213
0.8148,0.74689,0.019809,0.77967,0.72085,0.83339
0.81491,0.74689,0.019809,0.77959,0.72085,0.83337
0.64501,0.60952,0.022642,0.78252,0.72382,0.83191
0.50416,0.49527,0.022642,0.78087,0.7223,0.82845
0.57404,0.59361,0.022642,0.77972,0.72149,0.82599
0.75597,0.74286,0.022642,0.77823,0.72031,0.825
0.54211,0.5727,0.031141,0.76309,0.71142,0.80887
0.57148,0.59022,0.036806,0.74687,0.70263,0.79823
0.6363,0.68583,0.039639,0.73827,0.69817,0.79255
0.56902,0.5689,0.039639,0.73179,0.6973,0.79152
0.76276,0.78109,0.039639,0.73034,0.69682,0.79069
0.79185,0.80677,0.039639,0.7294,0.69679,0.79058
0.77538,0.7559,0.036806,0.7272,0.69831,0.79176
0.61574,0.6119,0.033973,0.71517,0.69564,0.78618
0.7061,0.70113,0.033973,0.7125,0.69628,0.78469
0.67582,0.6728,0.033973,0.7114,0.69579,0.78414
0.66115,0.67662,0.028308,0.71241,0.69836,0.78146
0.8872,0.87549,0.028308,0.71228,0.701,0.77988
0.75589,0.75388,0.028308,0.70727,0.69821,0.77759
0.77159,0.74689,0.028308,0.70729,0.69953,0.77894
0.77229,0.74678,0.028308,0.70801,0.70167,0.77868
0.76512,0.7383,0.022642,0.70296,0.70159,0.7761
0.36185,0.44409,0.028308,0.69916,0.69792,0.76253
0.31492,0.39124,0.028308,0.69644,0.69579,0.76034
0.72768,0.74667,0.048138,0.69326,0.70325,0.73711
0.70007,0.71202,0.048138,0.69145,0.70201,0.73698
0.63722,0.65431,0.048138,0.69052,0.70135,0.73631
0.66235,0.72153,0.048138,0.68748,0.69962,0.73369
0.80531,0.81346,0.039639,0.68249,0.6988,0.73202
0.66175,0.66642,0.036806,0.67625,0.70042,0.72371
0.61537,0.68942,0.031141,0.67136,0.69807,0.71974
0.72497,0.74671,0.031141,0.6707,0.69954,0.72123
0.7258,0.74678,0.031141,0.67015,0.69954,0.72118
0.68411,0.74543,0.036806,0.64716,0.68835,0.70596
0.80201,0.85574,0.039639,0.64604,0.68929,0.70683
0.65062,0.69336,0.039639,0.64508,0.68916,0.70671
0.57205,0.63559,0.031141,0.64272,0.68987,0.70397
0.65164,0.71354,0.031141,0.64741,0.69509,0.70329
0.72801,0.76925,0.031141,0.67046,0.71446,0.70405
0.78824,0.825,0.031141,0.67252,0.71623,0.70426
0.71769,0.75001,0.022642,0.68095,0.72138,0.7029
0.72227,0.74678,0.022642,0.68281,0.72247,0.70332
0.70603,0.73095,0.022642,0.68183,0.72118,0.7032
0.67701,0.72738,0.022642,0.67765,0.71788,0.7
0.71875,0.74667,0.022642,0.68111,0.72166,0.70073
0.70208,0.73088,0.022642,0.68112,0.72151,0.70066
0.53389,0.57658,0.028308,0.6784,0.71947,0.69771
0.41309,0.47465,0.025475,0.67621,0.71777,0.69531
0.81835,0.87546,0.025475,0.67363,0.7169,0.69318
0.58696,0.66405,0.025475,0.67532,0.71983,0.68962
0.57579,0.65828,0.025475,0.67529,0.71967,0.68892
0.69351,0.74678,0.025475,0.67673,0.72132,0.68898
0.69574,0.74678,0.025475,0.67511,0.71989,0.68891
0.66696,0.71403,0.022642,0.67483,0.72039,0.6887
0.66416,0.7188,0.022642,0.67348,0.71942,0.68763
0.68942,0.75367,0.025475,0.67078,0.7183,0.68439
0.80493,0.85288,0.025475,0.67065,0.71872,0.68528
0.61877,0.73185,0.025475,0.66665,0.71834,0.6695
0.37679,0.4982,0.031141,0.65762,0.71182,0.66295
0.407,0.5663,0.039639,0.62857,0.69594,0.64347
0.53228,0.70182,0.039639,0.62732,0.69549,0.64273
0.74512,0.87546,0.042472,0.62322,0.69607,0.64296
0.66087,0.74667,0.042472,0.61194,0.69562,0.6414
0.66098,0.74657,0.042472,0.61182,0.69562,0.64139
0.6611,0.74664,0.042472,0.61169,0.69562,0.64138
0.56611,0.64171,0.039639,0.61049,0.69593,0.64106
0.49343,0.59079,0.033973,0.60878,0.69586,0.63833
0.50728,0.62677,0.033973,0.6001,0.69538,0.63068
0.59676,0.71127,0.033973,0.59806,0.69535,0.62895
0.56054,0.67002,0.033973,0.59808,0.69543,0.62885
0.62802,0.72345,0.033973,0.59532,0.69557,0.62701
0.4962,0.59569,0.025475,0.59072,0.69654,0.62509
0.34187,0.52763,0.053804,0.57183,0.69094,0.59206
0.38993,0.53383,0.062303,0.57501,0.69982,0.58378
0.43676,0.60261,0.062303,0.57425,0.69911,0.58295
0.45313,0.62202,0.062303,0.57391,0.6988,0.58265
0.46493,0.59565,0.048138,0.56407,0.6961,0.57962
0.42862,0.55885,0.048138,0.5636,0.69573,0.57917
0.7153,0.87546,0.045305,0.56151,0.69749,0.57736
0.62623,0.76045,0.045305,0.56246,0.69864,0.57785
0.50016,0.62817,0.045305,0.56223,0.69888,0.57704
0.51093,0.69415,0.048138,0.55121,0.69259,0.56803
0.39456,0.5314,0.039639,0.54929,0.69533,0.56751
0.55202,0.72113,0.039639,0.54788,0.69519,0.56523
0.44976,0.67566,0.039639,0.5226,0.68487,0.55014
0.62128,0.80381,0.042472,0.51634,0.68477,0.55084
0.68903,0.87546,0.042472,0.5164,0.68502,0.55109
0.61108,0.77741,0.036806,0.52683,0.69878,0.54887
0.54101,0.69245,0.036806,0.54006,0.70878,0.54968
0.58572,0.74084,0.036806,0.54334,0.71059,0.54917
0.59934,0.74655,0.028308,0.55562,0.7161,0.54867
0.53369,0.68509,0.028308,0.55479,0.71535,0.54826
0.61155,0.76522,0.028308,0.55477,0.7155,0.54797
0.67735,0.82818,0.025475,0.55911,0.7201,0.54748
0.59206,0.74281,0.028308,0.55777,0.71966,0.54495
0.55345,0.74964,0.028308,0.54866,0.71389,0.53621
0.53875,0.71755,0.028308,0.54771,0.71712,0.53102
0.47815,0.663,0.028308,0.5468,0.71644,0.53057
0.58167,0.74731,0.025475,0.54437,0.71693,0.52902
0.57927,0.74646,0.025475,0.54373,0.71693,0.52891
0.58021,0.74646,0.022642,0.54421,0.71788,0.52883
0.58044,0.74604,0.022642,0.54555,0.71941,0.52878
0.40104,0.66919,0.033973,0.53881,0.71619,0.51186
0.33584,0.63508,0.039639,0.52117,0.70629,0.50035
0.33126,0.63591,0.039639,0.52037,0.70627,0.49974
0.21396,0.53865,0.048138,0.49438,0.69379,0.48601
0.2791,0.62173,0.050971,0.49387,0.69366,0.48557
0.24945,0.6112,0.053804,0.49167,0.6925,0.48409
0.43667,0.69086,0.056637,0.47471,0.68959,0.48027
0.5163,0.74826,0.056637,0.47181,0.69123,0.4815
0.52247,0.74646,0.053804,0.46816,0.69134,0.48109
0.46244,0.74351,0.039639,0.44945,0.69066,0.46778
0.34633,0.63782,0.039639,0.44922,0.69252,0.46707
0.53113,0.74636,0.031141,0.4458,0.69443,0.46671
0.43351,0.68465,0.031141,0.4428,0.69337,0.46409
0.33226,0.58755,0.028308,0.43984,0.69159,0.4623
0.54583,0.80106,0.028308,0.43952,0.69164,0.46218
0.0023023,0.41051,0.042472,0.43028,0.68866,0.44213
0.052097,0.46932,0.056637,0.42355,0.68645,0.43486
0.23365,0.6534,0.05947,0.42212,0.68717,0.43186
0.074927,0.48429,0.067968,0.41731,0.68647,0.42325
0.37392,0.83158,0.073634,0.41547,0.68698,0.41919
0.43931,0.72115,0.0793,0.42603,0.69847,0.42378
0.53821,0.80921,0.056637,0.41395,0.69276,0.41395
0.58873,0.87546,0.056637,0.41398,0.69402,0.41266
0.48082,0.74593,0.048138,0.4048,0.69332,0.4032
0.54571,0.87546,0.042472,0.38685,0.68531,0.39155
0.53983,0.87546,0.048138,0.36929,0.67959,0.38388
0.47551,0.77243,0.045305,0.37947,0.69465,0.38168
0.48134,0.74922,0.036806,0.40919,0.71145,0.38183
0.48345,0.74625,0.036806,0.42006,0.71723,0.38165
0.48816,0.7463,0.033973,0.41996,0.71299,0.38144
0.38892,0.65611,0.031141,0.42229,0.71469,0.3804
0.49273,0.74636,0.031141,0.42756,0.71708,0.38048
0.39727,0.71433,0.025475,0.42337,0.71251,0.37308
0.31634,0.65544,0.028308,0.42161,0.71176,0.36865
0.40973,0.73757,0.028308,0.42016,0.71088,0.36816
0.44894,0.74625,0.036806,0.42195,0.71486,0.36384
0.45059,0.74635,0.036806,0.42182,0.71486,0.36381
0.45433,0.74635,0.036806,0.42234,0.71567,0.36374
0.37687,0.67812,0.033973,0.4204,0.71427,0.3624
0.36181,0.67748,0.033973,0.41882,0.7133,0.36137
0.44608,0.75442,0.033973,0.4183,0.71407,0.35891
0.46256,0.74631,0.031141,0.41754,0.71436,0.36029
0.46338,0.74625,0.031141,0.41731,0.71436,0.36024
0.46713,0.74625,0.025475,0.41832,0.71596,0.36009
0.35271,0.73949,0.028308,0.41584,0.71458,0.35023
0.16462,0.54027,0.036806,0.415,0.7151,0.34599
0.14781,0.5459,0.039639,0.40995,0.71226,0.34076
0.018572,0.46855,0.042472,0.40007,0.70618,0.33449
0.18716,0.76057,0.062303,0.35148,0.68799,0.31191
0.2732,0.76886,0.065136,0.34518,0.68676,0.31044
0.42461,0.87546,0.067968,0.34358,0.68813,0.31187
0.30321,0.75027,0.070801,0.33378,0.68594,0.30941
0.40467,0.74614,0.05947,0.32271,0.68778,0.31021
0.40943,0.74609,0.056637,0.32302,0.68923,0.31012
0.26612,0.63373,0.053804,0.32037,0.68781,0.30862
0.42221,0.80377,0.050971,0.31995,0.68826,0.3076
0.29736,0.70152,0.050971,0.30185,0.68529,0.29625
0.38097,0.75437,0.045305,0.29899,0.68763,0.29354
0.45149,0.79882,0.045305,0.29935,0.68857,0.29453
0.41019,0.74617,0.042472,0.29886,0.68995,0.29485
0.40618,0.75503,0.039639,0.29241,0.68823,0.2906
0.44092,0.76088,0.036806,0.30183,0.69778,0.29134
0.30175,0.75102,0.031141,0.29861,0.69483,0.28321
0.45266,0.75102,0.022642,0.37865,0.72693,0.28321
0.46128,0.75102,0.014143,0.39373,0.73339,0.28321
0.46793,0.75102,0.01131,0.41578,0.74086,0.28321
0.46839,0.75102,0.014143,0.41803,0.74168,0.28321
0.46863,0.75102,0.014143,0.41884,0.74187,0.28321
0.46957,0.75102,0.01131,0.42007,0.74093,0.28321
0.47473,0.75102,0.01131,0.43652,0.74401,0.28321
0.47485,0.75102,0.0084771,0.4369,0.74403,0.28321
0.47497,0.75102,0.01131,0.43784,0.74471,0.28321
0.47626,0.75102,0.0084771,0.45377,0.75102,0.28321
0.47685,0.75102,0.0056441,0.45734,0.75102,0.28321
0.51195,0.78328,0.91291,0.46447,0.75138,0.28395
